"","Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
"892969",639,1,"2013-04-22",6345,603,1,1,"0",0
"893113",783,1,"2013-04-22",8307,775,1,1,"0",0
"893169",839,1,"2013-04-22",8051,908,1,1,"0",0
"893254",924,1,"2013-04-22",6021,550,1,1,"0",0
"893269",939,1,"2013-04-22",6531,603,1,1,"0",0
"893378",1048,1,"2013-04-22",8137,617,1,1,"0",0
"893379",1049,1,"2013-04-22",4433,684,1,1,"0",0
"893404",1074,1,"2013-04-22",5982,637,1,1,"0",0
"893528",83,7,"2013-04-21",0,0,0,0,"0",0
"893589",144,7,"2013-04-21",0,0,0,0,"0",0
"893632",187,7,"2013-04-21",0,0,0,0,"0",0
"893645",200,7,"2013-04-21",0,0,0,0,"0",0
"893652",207,7,"2013-04-21",0,0,0,0,"0",0
"893693",248,7,"2013-04-21",0,0,0,0,"0",0
"893709",264,7,"2013-04-21",0,0,0,0,"0",0
"893892",447,7,"2013-04-21",0,0,0,0,"0",0
"893933",488,7,"2013-04-21",0,0,0,0,"0",0
"893964",519,7,"2013-04-21",0,0,0,0,"0",0
"894054",609,7,"2013-04-21",0,0,0,0,"0",0
"894056",611,7,"2013-04-21",0,0,0,0,"0",0
"894084",639,7,"2013-04-21",0,0,0,0,"0",0
"894228",783,7,"2013-04-21",0,0,0,0,"0",0
"894284",839,7,"2013-04-21",0,0,0,0,"0",0
"894369",924,7,"2013-04-21",0,0,0,0,"0",0
"894384",939,7,"2013-04-21",0,0,0,0,"0",0
"894493",1048,7,"2013-04-21",0,0,0,0,"0",0
"894494",1049,7,"2013-04-21",0,0,0,0,"0",0
"894519",1074,7,"2013-04-21",0,0,0,0,"0",0
"894643",83,6,"2013-04-20",2798,274,1,0,"0",0
"894704",144,6,"2013-04-20",5539,545,1,0,"0",0
"894747",187,6,"2013-04-20",3943,504,1,0,"0",0
"894760",200,6,"2013-04-20",6627,861,1,0,"0",0
"894767",207,6,"2013-04-20",7488,987,1,0,"0",0
"894808",248,6,"2013-04-20",6516,997,1,0,"0",0
"894824",264,6,"2013-04-20",6358,939,1,0,"0",0
"895007",447,6,"2013-04-20",5108,591,1,0,"0",0
"895048",488,6,"2013-04-20",2740,372,1,0,"0",0
"895079",519,6,"2013-04-20",5033,595,1,0,"0",0
"895169",609,6,"2013-04-20",2850,305,1,0,"0",0
"895171",611,6,"2013-04-20",5502,470,1,0,"0",0
"895199",639,6,"2013-04-20",2632,303,1,0,"0",0
"895343",783,6,"2013-04-20",4721,499,1,0,"0",0
"895399",839,6,"2013-04-20",2712,413,1,0,"0",0
"895484",924,6,"2013-04-20",3092,302,1,0,"0",0
"895499",939,6,"2013-04-20",5167,589,1,0,"0",0
"895608",1048,6,"2013-04-20",4661,433,1,0,"0",0
"895609",1049,6,"2013-04-20",3090,464,1,0,"0",0
"895634",1074,6,"2013-04-20",4198,527,1,0,"0",0
"895758",83,5,"2013-04-19",3519,358,1,0,"0",0
"895819",144,5,"2013-04-19",7056,726,1,0,"0",0
"895862",187,5,"2013-04-19",6000,823,1,0,"0",0
"895875",200,5,"2013-04-19",6509,872,1,0,"0",0
"895882",207,5,"2013-04-19",9015,1177,1,0,"0",0
"895923",248,5,"2013-04-19",6288,963,1,0,"0",0
"895939",264,5,"2013-04-19",5479,873,1,0,"0",0
"896122",447,5,"2013-04-19",4724,605,1,0,"0",0
"896163",488,5,"2013-04-19",3307,373,1,0,"0",0
"896194",519,5,"2013-04-19",4013,483,1,0,"0",0
"896284",609,5,"2013-04-19",4463,502,1,0,"0",0
"896286",611,5,"2013-04-19",4876,440,1,0,"0",0
"896314",639,5,"2013-04-19",4382,506,1,0,"0",0
"896458",783,5,"2013-04-19",6460,703,1,0,"0",0
"896514",839,5,"2013-04-19",4559,587,1,0,"0",0
"896599",924,5,"2013-04-19",4050,422,1,0,"0",0
"896614",939,5,"2013-04-19",5361,552,1,0,"0",0
"896723",1048,5,"2013-04-19",5560,498,1,0,"0",0
"896724",1049,5,"2013-04-19",3301,549,1,0,"0",0
"896749",1074,5,"2013-04-19",4065,558,1,0,"0",0
"896873",83,4,"2013-04-18",3171,319,1,0,"0",0
"896934",144,4,"2013-04-18",6434,683,1,0,"0",0
"896977",187,4,"2013-04-18",4859,701,1,0,"0",0
"896990",200,4,"2013-04-18",6657,938,1,0,"0",0
"896997",207,4,"2013-04-18",8140,1176,1,0,"0",0
"897038",248,4,"2013-04-18",6233,988,1,0,"0",0
"897054",264,4,"2013-04-18",5627,839,1,0,"0",0
"897237",447,4,"2013-04-18",4597,618,1,0,"0",0
"897278",488,4,"2013-04-18",2626,336,1,0,"0",0
"897309",519,4,"2013-04-18",3822,464,1,0,"0",0
"897399",609,4,"2013-04-18",3598,475,1,0,"0",0
"897401",611,4,"2013-04-18",5674,485,1,0,"0",0
"897429",639,4,"2013-04-18",3871,455,1,0,"0",0
"897573",783,4,"2013-04-18",5532,617,1,0,"0",0
"897629",839,4,"2013-04-18",4250,575,1,0,"0",0
"897714",924,4,"2013-04-18",3833,422,1,0,"0",0
"897729",939,4,"2013-04-18",3727,437,1,0,"0",0
"897838",1048,4,"2013-04-18",4361,447,1,0,"0",0
"897839",1049,4,"2013-04-18",3250,589,1,0,"0",0
"897864",1074,4,"2013-04-18",3307,422,1,0,"0",0
"897988",83,3,"2013-04-17",3020,288,1,0,"0",0
"898049",144,3,"2013-04-17",5249,589,1,0,"0",0
"898092",187,3,"2013-04-17",4581,680,1,0,"0",0
"898105",200,3,"2013-04-17",6540,850,1,0,"0",0
"898112",207,3,"2013-04-17",8738,1170,1,0,"0",0
"898153",248,3,"2013-04-17",6131,1020,1,0,"0",0
"898169",264,3,"2013-04-17",5402,818,1,0,"0",0
"898352",447,3,"2013-04-17",3837,550,1,0,"0",0
"898393",488,3,"2013-04-17",2697,351,1,0,"0",0
"898424",519,3,"2013-04-17",3444,426,1,0,"0",0
"898514",609,3,"2013-04-17",3880,458,1,0,"0",0
"898516",611,3,"2013-04-17",4632,458,1,0,"0",0
"898544",639,3,"2013-04-17",3527,442,1,0,"0",0
"898688",783,3,"2013-04-17",4667,517,1,0,"0",0
"898744",839,3,"2013-04-17",4508,622,1,0,"0",0
"898829",924,3,"2013-04-17",3439,396,1,0,"0",0
"898844",939,3,"2013-04-17",3895,444,1,0,"0",0
"898953",1048,3,"2013-04-17",3676,356,1,0,"0",0
"898954",1049,3,"2013-04-17",2963,555,1,0,"0",0
"898979",1074,3,"2013-04-17",3126,370,1,0,"0",0
"899103",83,2,"2013-04-16",2770,314,1,0,"0",0
"899164",144,2,"2013-04-16",5507,599,1,0,"0",0
"899207",187,2,"2013-04-16",5738,833,1,0,"0",0
"899220",200,2,"2013-04-16",6759,968,1,0,"0",0
"899227",207,2,"2013-04-16",8356,1150,1,0,"0",0
"899268",248,2,"2013-04-16",6133,1004,1,0,"0",0
"899284",264,2,"2013-04-16",5865,877,1,0,"0",0
"899467",447,2,"2013-04-16",4293,592,1,0,"0",0
"899508",488,2,"2013-04-16",2791,357,1,0,"0",0
"899539",519,2,"2013-04-16",3468,427,1,0,"0",0
"899629",609,2,"2013-04-16",3953,519,1,0,"0",0
"899631",611,2,"2013-04-16",4955,492,1,0,"0",0
"899659",639,2,"2013-04-16",3970,468,1,0,"0",0
"899803",783,2,"2013-04-16",4480,559,1,0,"0",0
"899859",839,2,"2013-04-16",4334,623,1,0,"0",0
"899944",924,2,"2013-04-16",3360,401,1,0,"0",0
"899959",939,2,"2013-04-16",3851,431,1,0,"0",0
"900068",1048,2,"2013-04-16",4363,389,1,0,"0",0
"900069",1049,2,"2013-04-16",3257,621,1,0,"0",0
"900094",1074,2,"2013-04-16",3135,390,1,0,"0",0
"900218",83,1,"2013-04-15",3437,367,1,0,"0",0
"900279",144,1,"2013-04-15",4976,527,1,0,"0",0
"900322",187,1,"2013-04-15",4926,740,1,0,"0",0
"900335",200,1,"2013-04-15",6936,968,1,0,"0",0
"900342",207,1,"2013-04-15",8481,1186,1,0,"0",0
"900383",248,1,"2013-04-15",6674,1058,1,0,"0",0
"900399",264,1,"2013-04-15",6171,946,1,0,"0",0
"900582",447,1,"2013-04-15",4495,637,1,0,"0",0
"900623",488,1,"2013-04-15",2473,345,1,0,"0",0
"900654",519,1,"2013-04-15",3406,405,1,0,"0",0
"900744",609,1,"2013-04-15",4969,584,1,0,"0",0
"900746",611,1,"2013-04-15",4677,443,1,0,"0",0
"900774",639,1,"2013-04-15",3407,416,1,0,"0",0
"900918",783,1,"2013-04-15",5104,595,1,0,"0",0
"900974",839,1,"2013-04-15",4823,672,1,0,"0",0
"901059",924,1,"2013-04-15",3636,427,1,0,"0",0
"901074",939,1,"2013-04-15",3731,453,1,0,"0",0
"901183",1048,1,"2013-04-15",4186,394,1,0,"0",0
"901184",1049,1,"2013-04-15",3334,581,1,0,"0",0
"901209",1074,1,"2013-04-15",2749,396,1,0,"0",0
"901333",83,7,"2013-04-14",0,0,0,0,"0",0
"901394",144,7,"2013-04-14",0,0,0,0,"0",0
"901437",187,7,"2013-04-14",0,0,0,0,"0",0
"901450",200,7,"2013-04-14",0,0,0,0,"0",0
"901457",207,7,"2013-04-14",0,0,0,0,"0",0
"901498",248,7,"2013-04-14",0,0,0,0,"0",0
"901514",264,7,"2013-04-14",0,0,0,0,"0",0
"901697",447,7,"2013-04-14",0,0,0,0,"0",0
"901738",488,7,"2013-04-14",0,0,0,0,"0",0
"901769",519,7,"2013-04-14",0,0,0,0,"0",0
"901859",609,7,"2013-04-14",0,0,0,0,"0",0
"901861",611,7,"2013-04-14",0,0,0,0,"0",0
"901889",639,7,"2013-04-14",0,0,0,0,"0",0
"902033",783,7,"2013-04-14",0,0,0,0,"0",0
"902089",839,7,"2013-04-14",0,0,0,0,"0",0
"902174",924,7,"2013-04-14",0,0,0,0,"0",0
"902189",939,7,"2013-04-14",0,0,0,0,"0",0
"902298",1048,7,"2013-04-14",0,0,0,0,"0",0
"902299",1049,7,"2013-04-14",0,0,0,0,"0",0
"902324",1074,7,"2013-04-14",0,0,0,0,"0",0
"902448",83,6,"2013-04-13",2635,295,1,0,"0",0
"902509",144,6,"2013-04-13",5318,528,1,0,"0",0
"902552",187,6,"2013-04-13",3287,432,1,0,"0",0
"902565",200,6,"2013-04-13",6439,901,1,0,"0",0
"902572",207,6,"2013-04-13",7704,972,1,0,"0",0
"902613",248,6,"2013-04-13",5827,886,1,0,"0",0
"902629",264,6,"2013-04-13",6585,948,1,0,"0",0
"902812",447,6,"2013-04-13",4938,628,1,0,"0",0
"902853",488,6,"2013-04-13",3408,389,1,0,"0",0
"902884",519,6,"2013-04-13",4825,610,1,0,"0",0
"902974",609,6,"2013-04-13",2387,275,1,0,"0",0
"902976",611,6,"2013-04-13",5321,476,1,0,"0",0
"903004",639,6,"2013-04-13",2998,320,1,0,"0",0
"903148",783,6,"2013-04-13",4521,533,1,0,"0",0
"903204",839,6,"2013-04-13",3022,391,1,0,"0",0
"903289",924,6,"2013-04-13",2914,273,1,0,"0",0
"903304",939,6,"2013-04-13",5556,610,1,0,"0",0
"903413",1048,6,"2013-04-13",5454,488,1,0,"0",0
"903414",1049,6,"2013-04-13",2943,502,1,0,"0",0
"903439",1074,6,"2013-04-13",4180,539,1,0,"0",0
"903563",83,5,"2013-04-12",4261,388,1,1,"0",0
"903624",144,5,"2013-04-12",8040,769,1,1,"0",0
"903667",187,5,"2013-04-12",7091,903,1,1,"0",0
"903680",200,5,"2013-04-12",7913,1002,1,1,"0",0
"903687",207,5,"2013-04-12",12237,1370,1,1,"0",0
"903728",248,5,"2013-04-12",8247,1142,1,1,"0",0
"903744",264,5,"2013-04-12",7871,1100,1,1,"0",0
"903927",447,5,"2013-04-12",5096,628,1,1,"0",0
"903968",488,5,"2013-04-12",4248,405,1,1,"0",0
"903999",519,5,"2013-04-12",5812,644,1,1,"0",0
"904089",609,5,"2013-04-12",5362,538,1,1,"0",0
"904091",611,5,"2013-04-12",6260,536,1,1,"0",0
"904119",639,5,"2013-04-12",5567,602,1,1,"0",0
"904263",783,5,"2013-04-12",6948,706,1,1,"0",0
"904319",839,5,"2013-04-12",5096,672,1,1,"0",0
"904404",924,5,"2013-04-12",4999,501,1,1,"0",0
"904419",939,5,"2013-04-12",6435,679,1,1,"0",0
"904528",1048,5,"2013-04-12",7499,558,1,1,"0",0
"904529",1049,5,"2013-04-12",4592,696,1,1,"0",0
"904554",1074,5,"2013-04-12",6042,686,1,1,"0",0
"904678",83,4,"2013-04-11",3547,340,1,1,"0",0
"904739",144,4,"2013-04-11",7393,767,1,1,"0",0
"904782",187,4,"2013-04-11",5755,748,1,1,"0",0
"904795",200,4,"2013-04-11",8206,1017,1,1,"0",0
"904802",207,4,"2013-04-11",10878,1275,1,1,"0",0
"904843",248,4,"2013-04-11",8361,1067,1,1,"0",0
"904859",264,4,"2013-04-11",8672,1162,1,1,"0",0
"905042",447,4,"2013-04-11",4678,567,1,1,"0",0
"905083",488,4,"2013-04-11",3287,335,1,1,"0",0
"905114",519,4,"2013-04-11",5317,577,1,1,"0",0
"905204",609,4,"2013-04-11",4806,539,1,1,"0",0
"905206",611,4,"2013-04-11",4621,446,1,1,"0",0
"905234",639,4,"2013-04-11",5289,528,1,1,"0",0
"905378",783,4,"2013-04-11",6832,672,1,1,"0",0
"905434",839,4,"2013-04-11",5387,692,1,1,"0",0
"905519",924,4,"2013-04-11",5187,484,1,1,"0",0
"905534",939,4,"2013-04-11",5925,554,1,1,"0",0
"905643",1048,4,"2013-04-11",7412,555,1,1,"0",0
"905644",1049,4,"2013-04-11",3962,623,1,1,"0",0
"905669",1074,4,"2013-04-11",5270,533,1,1,"0",0
"905793",83,3,"2013-04-10",4402,353,1,1,"0",0
"905854",144,3,"2013-04-10",7586,669,1,1,"0",0
"905897",187,3,"2013-04-10",5700,700,1,1,"0",0
"905910",200,3,"2013-04-10",7552,979,1,1,"0",0
"905917",207,3,"2013-04-10",11304,1282,1,1,"0",0
"905958",248,3,"2013-04-10",6841,936,1,1,"0",0
"905974",264,3,"2013-04-10",8565,1133,1,1,"0",0
"906157",447,3,"2013-04-10",5252,613,1,1,"0",0
"906198",488,3,"2013-04-10",2668,292,1,1,"0",0
"906229",519,3,"2013-04-10",5004,544,1,1,"0",0
"906319",609,3,"2013-04-10",4565,548,1,1,"0",0
"906321",611,3,"2013-04-10",5819,501,1,1,"0",0
"906349",639,3,"2013-04-10",5746,557,1,1,"0",0
"906493",783,3,"2013-04-10",6169,641,1,1,"0",0
"906549",839,3,"2013-04-10",6397,799,1,1,"0",0
"906634",924,3,"2013-04-10",5385,450,1,1,"0",0
"906649",939,3,"2013-04-10",5517,543,1,1,"0",0
"906758",1048,3,"2013-04-10",6643,494,1,1,"0",0
"906759",1049,3,"2013-04-10",4064,615,1,1,"0",0
"906784",1074,3,"2013-04-10",5040,539,1,1,"0",0
"906908",83,2,"2013-04-09",4384,377,1,1,"0",0
"906969",144,2,"2013-04-09",7354,710,1,1,"0",0
"907012",187,2,"2013-04-09",7813,974,1,1,"0",1
"907025",200,2,"2013-04-09",8377,1028,1,1,"0",0
"907032",207,2,"2013-04-09",14837,1567,1,1,"0",1
"907073",248,2,"2013-04-09",9446,1140,1,1,"0",1
"907089",264,2,"2013-04-09",9436,1247,1,1,"0",0
"907272",447,2,"2013-04-09",6004,694,1,1,"0",1
"907313",488,2,"2013-04-09",4090,415,1,1,"0",1
"907344",519,2,"2013-04-09",5551,592,1,1,"0",1
"907434",609,2,"2013-04-09",5256,590,1,1,"0",0
"907436",611,2,"2013-04-09",5801,501,1,1,"0",0
"907464",639,2,"2013-04-09",5546,544,1,1,"0",0
"907608",783,2,"2013-04-09",6978,680,1,1,"0",0
"907664",839,2,"2013-04-09",6907,793,1,1,"0",0
"907749",924,2,"2013-04-09",6269,528,1,1,"0",0
"907764",939,2,"2013-04-09",6330,577,1,1,"0",0
"907873",1048,2,"2013-04-09",6791,543,1,1,"0",1
"907874",1049,2,"2013-04-09",4993,733,1,1,"0",0
"907899",1074,2,"2013-04-09",4823,524,1,1,"0",0
"908023",83,1,"2013-04-08",5919,453,1,1,"0",0
"908084",144,1,"2013-04-08",8648,794,1,1,"0",0
"908127",187,1,"2013-04-08",7584,866,1,1,"0",1
"908140",200,1,"2013-04-08",9455,1170,1,1,"0",0
"908147",207,1,"2013-04-08",18470,1838,1,1,"0",1
"908188",248,1,"2013-04-08",10304,1275,1,1,"0",1
"908204",264,1,"2013-04-08",12282,1514,1,1,"0",0
"908387",447,1,"2013-04-08",7554,855,1,1,"0",1
"908428",488,1,"2013-04-08",4745,464,1,1,"0",1
"908459",519,1,"2013-04-08",6480,669,1,1,"0",1
"908549",609,1,"2013-04-08",6280,644,1,1,"0",0
"908551",611,1,"2013-04-08",6857,604,1,1,"0",0
"908579",639,1,"2013-04-08",6667,650,1,1,"0",0
"908723",783,1,"2013-04-08",8248,788,1,1,"0",0
"908779",839,1,"2013-04-08",8509,943,1,1,"0",0
"908864",924,1,"2013-04-08",6913,612,1,1,"0",0
"908879",939,1,"2013-04-08",7799,700,1,1,"0",0
"908988",1048,1,"2013-04-08",7997,605,1,1,"0",1
"908989",1049,1,"2013-04-08",5071,753,1,1,"0",0
"909014",1074,1,"2013-04-08",6166,645,1,1,"0",0
"909138",83,7,"2013-04-07",0,0,0,0,"0",0
"909199",144,7,"2013-04-07",0,0,0,0,"0",0
"909242",187,7,"2013-04-07",0,0,0,0,"0",0
"909255",200,7,"2013-04-07",0,0,0,0,"0",0
"909262",207,7,"2013-04-07",0,0,0,0,"0",0
"909303",248,7,"2013-04-07",0,0,0,0,"0",0
"909319",264,7,"2013-04-07",0,0,0,0,"0",0
"909502",447,7,"2013-04-07",0,0,0,0,"0",0
"909543",488,7,"2013-04-07",0,0,0,0,"0",0
"909574",519,7,"2013-04-07",0,0,0,0,"0",0
"909664",609,7,"2013-04-07",0,0,0,0,"0",0
"909666",611,7,"2013-04-07",0,0,0,0,"0",0
"909694",639,7,"2013-04-07",0,0,0,0,"0",0
"909838",783,7,"2013-04-07",0,0,0,0,"0",0
"909894",839,7,"2013-04-07",0,0,0,0,"0",0
"909979",924,7,"2013-04-07",0,0,0,0,"0",0
"909994",939,7,"2013-04-07",0,0,0,0,"0",0
"910103",1048,7,"2013-04-07",0,0,0,0,"0",0
"910104",1049,7,"2013-04-07",0,0,0,0,"0",0
"910129",1074,7,"2013-04-07",0,0,0,0,"0",0
"910253",83,6,"2013-04-06",3065,305,1,0,"0",0
"910314",144,6,"2013-04-06",5732,544,1,0,"0",0
"910357",187,6,"2013-04-06",3380,450,1,0,"0",0
"910370",200,6,"2013-04-06",6681,897,1,0,"0",0
"910377",207,6,"2013-04-06",8054,1009,1,0,"0",0
"910418",248,6,"2013-04-06",6567,975,1,0,"0",0
"910434",264,6,"2013-04-06",6844,1012,1,0,"0",0
"910617",447,6,"2013-04-06",4937,601,1,0,"0",0
"910658",488,6,"2013-04-06",3043,368,1,0,"0",0
"910689",519,6,"2013-04-06",5137,641,1,0,"0",0
"910779",609,6,"2013-04-06",2787,311,1,0,"0",0
"910781",611,6,"2013-04-06",5766,499,1,0,"0",0
"910809",639,6,"2013-04-06",2780,314,1,0,"0",0
"910953",783,6,"2013-04-06",5035,560,1,0,"0",0
"911009",839,6,"2013-04-06",3210,419,1,0,"0",0
"911094",924,6,"2013-04-06",2624,254,1,0,"0",0
"911109",939,6,"2013-04-06",6239,674,1,0,"0",0
"911218",1048,6,"2013-04-06",5189,446,1,0,"0",0
"911219",1049,6,"2013-04-06",3006,489,1,0,"0",0
"911244",1074,6,"2013-04-06",4199,585,1,0,"0",0
"911368",83,5,"2013-04-05",3660,335,1,0,"0",1
"911429",144,5,"2013-04-05",7892,789,1,0,"0",1
"911472",187,5,"2013-04-05",5538,774,1,0,"0",1
"911485",200,5,"2013-04-05",6853,918,1,0,"0",1
"911492",207,5,"2013-04-05",8938,1112,1,0,"0",1
"911533",248,5,"2013-04-05",7192,1060,1,0,"0",1
"911549",264,5,"2013-04-05",6769,936,1,0,"0",1
"911732",447,5,"2013-04-05",4210,536,1,0,"0",1
"911773",488,5,"2013-04-05",3082,338,1,0,"0",1
"911804",519,5,"2013-04-05",4909,574,1,0,"0",1
"911894",609,5,"2013-04-05",4259,497,1,0,"0",1
"911896",611,5,"2013-04-05",4692,426,1,0,"0",1
"911924",639,5,"2013-04-05",4410,537,1,0,"0",1
"912068",783,5,"2013-04-05",6454,743,1,0,"0",1
"912124",839,5,"2013-04-05",4247,609,1,0,"0",1
"912209",924,5,"2013-04-05",4445,453,1,0,"0",1
"912224",939,5,"2013-04-05",5424,586,1,0,"0",1
"912333",1048,5,"2013-04-05",5886,496,1,0,"0",1
"912334",1049,5,"2013-04-05",3310,582,1,0,"0",1
"912359",1074,5,"2013-04-05",4512,568,1,0,"0",1
"912483",83,4,"2013-04-04",3264,315,1,0,"0",1
"912544",144,4,"2013-04-04",7252,743,1,0,"0",1
"912587",187,4,"2013-04-04",5712,742,1,0,"0",1
"912600",200,4,"2013-04-04",6862,930,1,0,"0",1
"912607",207,4,"2013-04-04",9427,1231,1,0,"0",1
"912648",248,4,"2013-04-04",7827,1097,1,0,"0",1
"912664",264,4,"2013-04-04",6821,968,1,0,"0",1
"912847",447,4,"2013-04-04",4462,571,1,0,"0",1
"912888",488,4,"2013-04-04",2615,335,1,0,"0",1
"912919",519,4,"2013-04-04",4089,538,1,0,"0",1
"913009",609,4,"2013-04-04",3977,459,1,0,"0",1
"913011",611,4,"2013-04-04",4454,417,1,0,"0",1
"913039",639,4,"2013-04-04",4109,467,1,0,"0",1
"913183",783,4,"2013-04-04",6246,675,1,0,"0",1
"913239",839,4,"2013-04-04",4726,661,1,0,"0",1
"913324",924,4,"2013-04-04",4417,462,1,0,"0",1
"913339",939,4,"2013-04-04",5159,527,1,0,"0",1
"913448",1048,4,"2013-04-04",5637,499,1,0,"0",1
"913449",1049,4,"2013-04-04",3932,624,1,0,"0",1
"913474",1074,4,"2013-04-04",3820,539,1,0,"0",1
"913598",83,3,"2013-04-03",2881,293,1,0,"0",1
"913659",144,3,"2013-04-03",6490,707,1,0,"0",1
"913702",187,3,"2013-04-03",5034,700,1,0,"0",1
"913715",200,3,"2013-04-03",7053,967,1,0,"0",1
"913722",207,3,"2013-04-03",10184,1311,1,0,"0",1
"913763",248,3,"2013-04-03",7337,1081,1,0,"0",1
"913779",264,3,"2013-04-03",7045,986,1,0,"0",1
"913962",447,3,"2013-04-03",4326,537,1,0,"0",1
"914003",488,3,"2013-04-03",2543,319,1,0,"0",1
"914034",519,3,"2013-04-03",3694,500,1,0,"0",1
"914124",609,3,"2013-04-03",4296,508,1,0,"0",1
"914126",611,3,"2013-04-03",5427,446,1,0,"0",1
"914154",639,3,"2013-04-03",4161,489,1,0,"0",1
"914298",783,3,"2013-04-03",5819,612,1,0,"0",1
"914354",839,3,"2013-04-03",4651,634,1,0,"0",1
"914439",924,3,"2013-04-03",3808,399,1,0,"0",1
"914454",939,3,"2013-04-03",4996,539,1,0,"0",1
"914563",1048,3,"2013-04-03",4722,389,1,0,"0",1
"914564",1049,3,"2013-04-03",3134,595,1,0,"0",1
"914589",1074,3,"2013-04-03",3422,468,1,0,"0",1
"914713",83,2,"2013-04-02",3824,384,1,0,"0",1
"914774",144,2,"2013-04-02",8740,834,1,0,"0",1
"914817",187,2,"2013-04-02",6349,853,1,0,"0",1
"914830",200,2,"2013-04-02",8586,1152,1,0,"0",1
"914837",207,2,"2013-04-02",10050,1355,1,0,"0",1
"914878",248,2,"2013-04-02",8461,1306,1,0,"0",1
"914894",264,2,"2013-04-02",8608,1204,1,0,"0",1
"915077",447,2,"2013-04-02",5760,685,1,0,"0",1
"915118",488,2,"2013-04-02",3154,377,1,0,"0",1
"915149",519,2,"2013-04-02",5288,597,1,0,"0",1
"915239",609,2,"2013-04-02",5044,542,1,0,"0",1
"915241",611,2,"2013-04-02",5327,523,1,0,"0",1
"915269",639,2,"2013-04-02",5156,580,1,0,"0",1
"915413",783,2,"2013-04-02",6200,723,1,0,"0",1
"915469",839,2,"2013-04-02",5521,780,1,0,"0",1
"915554",924,2,"2013-04-02",4465,481,1,0,"0",1
"915569",939,2,"2013-04-02",5302,535,1,0,"0",1
"915678",1048,2,"2013-04-02",5477,490,1,0,"0",1
"915679",1049,2,"2013-04-02",4063,681,1,0,"0",1
"915704",1074,2,"2013-04-02",3409,464,1,0,"0",1
"915828",83,1,"2013-04-01",0,0,0,0,"b",1
"915889",144,1,"2013-04-01",0,0,0,0,"b",1
"915932",187,1,"2013-04-01",0,0,0,0,"b",1
"915945",200,1,"2013-04-01",0,0,0,0,"b",1
"915952",207,1,"2013-04-01",0,0,0,0,"b",1
"915993",248,1,"2013-04-01",0,0,0,0,"b",1
"916009",264,1,"2013-04-01",0,0,0,0,"b",1
"916192",447,1,"2013-04-01",0,0,0,0,"b",1
"916233",488,1,"2013-04-01",0,0,0,0,"b",1
"916264",519,1,"2013-04-01",0,0,0,0,"b",1
"916354",609,1,"2013-04-01",0,0,0,0,"b",1
"916356",611,1,"2013-04-01",0,0,0,0,"b",1
"916384",639,1,"2013-04-01",0,0,0,0,"b",1
"916528",783,1,"2013-04-01",0,0,0,0,"b",1
"916584",839,1,"2013-04-01",0,0,0,0,"b",1
"916669",924,1,"2013-04-01",0,0,0,0,"b",1
"916684",939,1,"2013-04-01",0,0,0,0,"b",1
"916793",1048,1,"2013-04-01",0,0,0,0,"b",1
"916794",1049,1,"2013-04-01",0,0,0,0,"b",1
"916819",1074,1,"2013-04-01",0,0,0,0,"b",1
"916943",83,7,"2013-03-31",0,0,0,0,"0",0
"917004",144,7,"2013-03-31",0,0,0,0,"0",0
"917047",187,7,"2013-03-31",0,0,0,0,"0",0
"917060",200,7,"2013-03-31",0,0,0,0,"0",0
"917067",207,7,"2013-03-31",0,0,0,0,"0",0
"917108",248,7,"2013-03-31",0,0,0,0,"0",0
"917124",264,7,"2013-03-31",0,0,0,0,"0",0
"917307",447,7,"2013-03-31",0,0,0,0,"0",0
"917348",488,7,"2013-03-31",0,0,0,0,"0",0
"917379",519,7,"2013-03-31",0,0,0,0,"0",0
"917469",609,7,"2013-03-31",0,0,0,0,"0",0
"917471",611,7,"2013-03-31",0,0,0,0,"0",0
"917499",639,7,"2013-03-31",0,0,0,0,"0",0
"917643",783,7,"2013-03-31",0,0,0,0,"0",0
"917699",839,7,"2013-03-31",0,0,0,0,"0",0
"917784",924,7,"2013-03-31",0,0,0,0,"0",0
"917799",939,7,"2013-03-31",0,0,0,0,"0",0
"917908",1048,7,"2013-03-31",0,0,0,0,"0",0
"917909",1049,7,"2013-03-31",0,0,0,0,"0",0
"917934",1074,7,"2013-03-31",0,0,0,0,"0",0
"918058",83,6,"2013-03-30",3971,378,1,0,"0",0
"918119",144,6,"2013-03-30",10178,984,1,0,"0",0
"918162",187,6,"2013-03-30",6993,794,1,0,"0",0
"918175",200,6,"2013-03-30",9538,1184,1,0,"0",0
"918182",207,6,"2013-03-30",11907,1541,1,0,"0",0
"918223",248,6,"2013-03-30",13552,1663,1,0,"0",0
"918239",264,6,"2013-03-30",10158,1366,1,0,"0",0
"918422",447,6,"2013-03-30",7056,770,1,0,"0",0
"918463",488,6,"2013-03-30",5518,563,1,0,"0",0
"918494",519,6,"2013-03-30",9885,1056,1,0,"0",0
"918584",609,6,"2013-03-30",4291,432,1,0,"0",0
"918586",611,6,"2013-03-30",6671,610,1,0,"0",0
"918614",639,6,"2013-03-30",4412,468,1,0,"0",0
"918758",783,6,"2013-03-30",9587,900,1,0,"0",0
"918814",839,6,"2013-03-30",4591,587,1,0,"0",0
"918899",924,6,"2013-03-30",4611,460,1,0,"0",0
